availability_id,availability_30,availability_60,availability_90,availability_365
17947,1,1,1,265
17948,9,15,15,136
17949,0,0,0,0
17950,0,14,19,19
17951,12,24,30,89
17952,4,7,25,25
17953,0,0,14,289
17954,1,31,61,151
17955,0,30,60,263
17956,30,60,90,365
17957,0,0,8,283
17958,0,0,29,29
17959,30,60,90,365
17960,23,23,23,23
17961,29,59,89,364
17962,13,43,73,163
17963,13,30,57,217
17964,30,60,60,60
17965,0,0,0,178
17966,25,55,85,360
17967,6,23,41,131
17968,28,58,88,363
17969,27,57,87,362
17970,30,60,90,90
17971,0,0,0,0
17972,4,34,64,64
17973,0,9,9,93
17974,30,60,90,122
17975,23,53,83,173
17976,29,59,89,89
17977,27,57,87,362
17978,26,56,86,86
17979,24,51,81,356
17980,29,59,89,89
17981,30,60,90,365
17982,30,60,90,365
17983,18,45,75,344
17984,29,59,89,89
17985,0,0,0,0
17986,25,50,79,354
17987,30,60,90,365
17988,0,11,41,316
17989,8,12,22,79
17990,0,0,0,0
17991,0,0,0,0
17992,17,47,77,77
17993,0,0,0,0
17994,25,47,72,347
17995,30,60,90,180
17996,3,15,45,45
17997,11,41,71,346
17998,5,35,65,340
17999,20,50,80,355
18000,0,0,16,202
18001,23,53,83,260
18002,10,21,22,137
18003,7,7,24,299
18004,27,57,87,266
18005,1,31,61,61
18006,28,58,88,363
18007,19,44,61,332
18008,30,60,90,365
18009,28,28,28,289
18010,0,9,29,119
18011,15,45,75,350
18012,11,23,34,284
18013,0,29,59,303
18014,0,10,30,305
18015,29,29,30,305
18016,6,36,66,66
18017,27,57,87,177
18018,21,51,81,356
18019,0,2,32,307
18020,30,60,90,365
18021,27,57,87,362
18022,0,0,0,0
18023,21,38,50,310
18024,0,0,0,0
18025,30,60,90,365
18026,1,31,53,328
18027,28,28,30,305
18028,0,0,0,0
18029,30,60,90,274
18030,0,29,59,334
18031,0,0,0,0
18032,17,44,74,105
18033,30,60,90,179
18034,12,40,70,345
18035,0,0,0,0
18036,5,5,6,281
18037,21,51,81,171
18038,19,49,79,354
18039,7,26,51,75
18040,0,0,0,235
18041,0,0,0,0
18042,30,60,90,365
18043,0,0,11,134
18044,0,4,34,309
18045,23,53,83,83
18046,24,54,84,359
18047,20,50,80,355
18048,10,35,59,334
18049,0,25,55,330
18050,13,32,53,327
18051,28,58,88,88
18052,9,19,43,43
18053,13,23,50,76
18054,12,17,28,82
18055,15,25,49,49
18056,26,56,86,361
18057,0,0,0,260
18058,19,46,76,351
18059,30,60,90,365
18060,14,24,45,103
18061,0,4,34,309
18062,30,60,90,365
18063,8,38,68,343
18064,0,0,0,0
18065,18,37,44,316
18066,28,58,88,363
18067,2,5,15,89
18068,3,6,26,215
18069,22,25,25,116
18070,0,0,0,0
18071,0,0,0,0
18072,29,59,89,364
18073,30,60,90,365
18074,25,45,69,344
18075,0,0,0,214
18076,0,0,0,245
18077,29,57,87,362
18078,29,59,89,364
18079,0,0,0,0
18080,30,60,90,179
18081,0,0,23,295
18082,0,3,17,104
18083,0,0,0,0
18084,27,57,87,362
18085,29,59,89,364
18086,6,19,44,134
18087,0,0,0,210
18088,26,55,85,360
18089,1,31,47,137
18090,0,0,0,0
18091,30,60,90,365
18092,0,0,0,0
18093,0,1,15,243
18094,15,30,60,150
18095,24,54,84,359
18096,3,6,36,311
18097,30,60,90,365
18098,2,32,62,337
18099,0,23,53,53
18100,12,36,60,324
18101,25,55,85,360
18102,30,60,86,356
18103,29,59,89,89
18104,23,53,83,358
18105,30,60,90,90
18106,22,52,78,168
18107,30,60,90,365
18108,0,0,0,0
18109,1,31,61,151
18110,2,13,13,20
18111,29,59,89,364
18112,1,11,15,24
18113,21,46,76,351
18114,0,0,3,278
18115,22,52,82,357
18116,0,2,32,307
18117,11,27,45,62
18118,0,27,57,332
18119,22,52,82,357
18120,0,0,0,0
18121,0,0,0,275
18122,28,41,71,346
18123,19,45,75,75
18124,11,38,65,340
18125,0,0,0,0
18126,19,46,70,345
18127,15,37,67,342
18128,25,38,48,48
18129,0,11,11,239
18130,30,60,89,89
18131,0,29,59,334
18132,0,6,33,254
18133,0,0,0,0
18134,24,48,74,346
18135,29,59,89,120
18136,22,36,50,50
18137,30,60,90,365
18138,1,1,1,238
18139,0,0,0,0
18140,0,4,4,248
18141,0,0,0,227
18142,0,0,0,0
18143,26,53,83,358
18144,3,15,41,281
18145,0,0,0,0
18146,6,28,58,329
18147,0,0,0,0
18148,11,35,65,154
18149,0,0,0,0
18150,19,37,38,128
18151,28,58,88,363
18152,0,0,0,0
18153,0,0,0,0
18154,0,0,0,0
18155,0,0,0,0
18156,24,54,84,174
18157,29,59,89,89
18158,0,0,0,0
18159,30,60,90,180
18160,30,60,89,89
18161,27,57,86,86
18162,29,59,89,364
18163,26,56,80,346
18164,30,60,90,365
18165,29,29,29,29
18166,29,59,89,89
18167,30,60,90,365
18168,30,60,90,365
18169,30,60,90,365
18170,17,47,77,167
18171,27,57,87,362
18172,30,60,90,365
18173,0,5,11,53
18174,30,60,90,90
18175,22,52,82,172
18176,30,60,89,89
18177,30,60,90,365
18178,29,47,77,352
18179,0,15,45,310
18180,29,29,31,64
18181,23,53,83,358
18182,5,9,21,261
18183,28,58,88,363
18184,29,59,89,364
18185,1,31,61,321
18186,3,3,3,73
18187,13,31,60,335
18188,30,60,90,365
18189,2,15,45,320
18190,1,1,1,1
18191,19,49,79,159
18192,27,57,87,87
18193,0,18,40,187
18194,12,27,56,56
18195,30,60,90,365
18196,30,60,90,365
18197,30,60,90,365
18198,21,51,81,171
18199,22,44,74,109
18200,0,0,0,241
18201,16,46,76,76
18202,19,48,75,345
18203,28,58,88,363
18204,30,60,90,365
18205,0,0,0,103
18206,7,29,59,59
18207,30,60,90,365
18208,0,0,0,183
18209,29,59,89,364
18210,0,0,0,0
18211,17,25,55,330
18212,30,60,90,365
18213,12,40,66,341
18214,0,0,0,182
18215,30,60,90,365
18216,0,0,0,0
18217,0,0,16,16
18218,10,27,53,282
18219,30,60,90,365
18220,30,60,87,362
18221,0,0,0,0
18222,0,0,0,0
18223,2,18,48,276
18224,30,60,90,365
18225,30,60,90,365
18226,10,14,31,256
18227,30,60,90,365
18228,30,60,90,365
18229,27,57,87,362
18230,0,0,0,0
18231,25,55,55,55
18232,23,53,83,236
18233,29,57,87,362
18234,0,0,0,0
18235,0,0,0,0
18236,16,30,38,287
18237,24,54,84,355
18238,0,9,39,70
18239,17,41,71,71
18240,0,0,0,34
18241,9,23,53,166
18242,0,19,49,139
18243,0,6,18,18
18244,27,57,87,362
18245,30,60,90,365
18246,30,60,90,365
18247,24,51,78,168
18248,15,41,71,327
18249,15,32,51,53
18250,28,46,76,90
18251,30,60,90,365
18252,20,33,34,306
18253,18,41,41,316
18254,7,24,46,46
18255,30,60,90,365
18256,30,60,90,365
18257,0,0,0,15
18258,0,0,0,0
18259,6,36,66,340
18260,29,59,89,179
18261,25,55,85,85
18262,0,0,0,0
18263,9,14,22,281
18264,18,40,65,70
18265,15,33,63,63
18266,9,9,9,80
18267,13,43,73,73
18268,30,60,90,365
18269,12,24,48,131
18270,19,40,70,70
18271,25,55,85,360
18272,30,60,90,365
18273,0,0,0,0
18274,4,16,26,52
18275,22,22,22,194
18276,29,59,89,364
18277,11,11,11,11
18278,24,54,84,359
18279,26,52,78,353
18280,23,46,72,340
18281,0,13,18,91
18282,26,49,79,110
18283,9,39,66,66
18284,0,0,0,0
18285,13,17,30,305
18286,22,36,45,320
18287,15,20,50,316
18288,0,0,0,244
18289,23,53,82,82
18290,17,47,77,352
18291,30,60,90,180
18292,15,37,61,61
18293,0,0,0,0
18294,30,60,90,180
18295,0,11,20,20
18296,16,46,75,75
18297,0,0,0,36
18298,12,13,43,318
18299,18,35,58,289
18300,0,0,0,0
18301,19,49,79,354
18302,0,0,0,0
18303,0,0,26,301
18304,0,0,0,0
18305,7,24,41,130
18306,13,13,39,314
18307,30,60,90,365
18308,0,0,0,0
18309,9,9,38,38
18310,0,30,60,335
18311,26,26,56,331
18312,9,9,23,23
18313,30,60,90,365
18314,30,60,90,365
18315,30,60,90,180
18316,0,20,50,264
18317,30,60,90,90
18318,16,46,62,62
18319,29,59,89,364
18320,30,60,90,365
18321,28,51,70,338
18322,0,0,0,0
18323,15,17,40,301
18324,0,0,15,290
18325,30,60,90,365
18326,0,0,0,0
18327,13,39,39,314
18328,22,52,82,357
18329,28,58,88,363
18330,0,0,0,0
18331,0,0,0,0
18332,29,59,89,89
18333,0,25,55,55
18334,25,55,85,360
18335,1,31,61,61
18336,30,55,55,144
18337,0,0,0,0
18338,30,60,90,365
18339,6,8,8,8
18340,4,19,35,295
18341,29,59,89,364
18342,0,0,9,284
18343,27,57,87,87
18344,0,24,54,268
18345,0,0,0,32
18346,1,15,31,299
18347,0,0,0,0
18348,2,8,17,250
18349,0,0,29,119
18350,30,60,90,365
18351,4,4,4,248
18352,21,21,21,99
18353,30,60,90,365
18354,20,50,80,170
18355,30,60,90,365
18356,28,58,88,363
18357,21,51,81,171
18358,29,59,89,364
18359,27,44,74,349
18360,29,59,89,364
18361,29,59,89,89
18362,30,60,90,365
18363,1,31,61,151
18364,30,60,90,365
18365,30,60,90,180
18366,30,60,90,365
18367,11,38,68,68
18368,7,10,23,261
18369,11,15,17,82
18370,20,50,80,80
18371,30,60,90,365
18372,2,32,62,123
18373,30,60,90,365
18374,0,0,0,0
18375,27,57,87,362
18376,30,60,90,365
18377,0,0,0,207
18378,11,29,52,317
18379,17,17,17,145
18380,24,54,84,359
18381,28,58,88,178
18382,25,55,83,358
18383,7,7,33,308
18384,21,44,67,342
18385,0,0,0,0
18386,29,59,89,364
18387,30,60,90,365
18388,30,60,90,365
18389,12,42,72,347
18390,0,1,30,273
18391,29,59,89,364
18392,27,57,87,362
18393,0,0,0,0
18394,2,32,62,337
18395,29,59,89,364
18396,0,21,51,141
18397,0,1,31,306
18398,29,59,89,179
18399,8,27,38,308
18400,9,22,22,23
18401,10,20,31,31
18402,10,11,41,316
18403,27,57,87,87
18404,6,6,36,311
18405,29,59,89,89
18406,29,59,89,359
18407,0,20,50,264
18408,12,42,72,72
18409,29,59,89,179
18410,0,0,0,0
18411,17,47,77,92
18412,0,0,0,63
18413,29,59,89,89
18414,16,37,37,37
18415,30,60,90,90
18416,15,45,65,65
18417,29,59,89,89
18418,30,60,90,365
18419,15,30,46,314
18420,6,36,66,66
18421,19,25,29,86
18422,29,59,89,364
18423,0,0,0,0
18424,0,0,0,255
18425,15,45,75,350
18426,27,57,87,362
18427,29,59,89,364
18428,30,60,90,365
18429,30,60,90,365
18430,0,0,0,0
18431,24,54,81,81
18432,0,0,0,0
18433,20,46,73,178
18434,26,51,81,171
18435,25,55,85,85
18436,4,8,17,226
18437,13,41,71,340
18438,0,0,0,0
18439,0,0,1,51
18440,4,30,41,316
18441,17,47,77,352
18442,30,60,90,365
18443,0,0,0,0
18444,0,0,0,0
18445,29,59,89,364
18446,2,4,14,275
18447,29,59,89,364
18448,5,15,43,43
18449,19,49,79,354
18450,0,0,13,103
18451,12,12,12,12
18452,23,42,51,134
18453,19,20,20,293
18454,0,1,31,153
18455,0,0,0,0
18456,15,36,66,341
18457,0,0,0,207
18458,0,0,0,0
18459,7,14,21,144
18460,22,29,59,243
18461,30,60,90,365
18462,28,58,88,363
18463,30,60,90,365
18464,28,58,88,88
18465,25,44,68,68
18466,12,24,40,251
18467,1,2,32,307
18468,22,52,82,357
18469,1,31,45,305
18470,0,0,0,0
18471,12,42,72,72
18472,17,46,75,75
18473,21,51,81,356
18474,0,0,0,63
18475,22,52,82,82
18476,30,57,82,357
18477,29,59,89,364
18478,0,0,0,0
18479,30,60,90,365
18480,28,32,62,337
18481,12,35,61,61
18482,17,44,74,74
18483,0,0,0,0
18484,30,60,90,365
18485,30,60,90,365
18486,28,58,88,363
18487,21,48,78,78
18488,5,5,5,35
18489,29,59,89,364
18490,29,59,89,364
18491,27,57,87,87
18492,26,56,85,85
18493,6,12,42,73
18494,24,49,79,354
18495,11,36,65,65
18496,26,27,56,56
18497,5,10,28,246
18498,0,0,0,0
18499,18,28,38,291
18500,25,48,67,67
18501,0,0,0,5
18502,29,59,89,364
18503,30,60,89,89
18504,11,11,27,302
18505,0,0,0,2
18506,25,55,85,359
18507,28,58,88,363
18508,0,0,0,0
18509,9,20,29,41
18510,0,0,0,0
18511,0,0,0,0
18512,29,59,89,364
18513,26,56,86,361
18514,0,0,0,0
18515,0,30,56,331
18516,0,0,0,2
18517,30,60,89,89
18518,16,20,40,74
18519,9,25,52,52
18520,0,0,0,0
18521,8,22,24,45
18522,0,1,31,306
18523,12,20,20,271
18524,0,0,0,244
18525,0,4,4,178
18526,13,19,38,299
18527,8,16,37,101
18528,0,0,0,229
18529,30,60,90,365
18530,0,7,33,277
18531,30,60,90,365
18532,28,58,80,354
18533,30,60,90,365
18534,7,7,7,269
18535,10,28,51,51
18536,28,48,78,353
18537,0,0,0,2
18538,0,0,0,0
18539,16,43,70,341
18540,29,59,88,88
18541,13,29,43,318
18542,30,60,90,365
18543,30,60,90,365
18544,30,60,90,365
18545,19,49,74,348
18546,30,40,46,104
18547,24,54,83,83
18548,1,9,39,128
18549,27,57,87,362
18550,0,0,0,194
18551,0,0,0,0
18552,30,60,90,365
18553,30,60,90,365
18554,6,31,56,295
18555,18,48,75,350
18556,0,0,0,0
18557,30,60,89,89
18558,3,33,63,338
18559,30,60,90,365
18560,0,0,0,89
18561,22,52,82,82
18562,8,14,41,316
18563,0,0,0,0
18564,0,0,0,0
18565,7,27,57,124
18566,26,38,68,221
18567,1,31,61,221
18568,19,43,73,73
18569,29,59,89,364
18570,4,14,25,269
18571,0,0,0,0
18572,28,58,88,88
18573,0,24,54,54
18574,19,49,79,354
18575,0,0,30,30
18576,30,60,90,365
18577,7,37,67,342
18578,29,59,89,364
18579,10,29,46,245
18580,14,14,14,288
18581,0,0,0,0
18582,0,6,6,6
18583,30,60,90,365
18584,29,59,89,364
18585,29,59,89,179
18586,29,55,85,85
18587,26,56,86,361
18588,0,0,0,210
18589,0,13,43,50
18590,29,59,89,364
18591,30,60,90,365
18592,23,53,54,54
18593,28,58,88,363
18594,21,51,81,171
18595,17,17,17,281
18596,9,9,9,263
18597,5,35,65,155
18598,15,45,54,315
18599,20,50,80,355
18600,29,59,89,364
18601,0,8,18,293
18602,30,60,90,365
18603,2,2,2,2
18604,0,0,25,300
18605,30,60,90,365
18606,13,26,34,114
18607,30,56,86,176
18608,30,60,90,365
18609,12,42,72,72
18610,30,60,90,90
18611,1,27,57,332
18612,29,59,89,89
18613,8,29,54,144
18614,29,59,89,179
18615,17,45,63,74
18616,0,0,30,279
18617,30,60,90,365
18618,0,2,2,66
18619,12,28,55,292
18620,0,0,0,0
18621,16,36,57,332
18622,29,59,89,364
18623,12,31,52,297
18624,0,0,0,0
18625,0,7,7,174
18626,30,60,90,365
18627,0,0,27,27
18628,0,0,29,304
18629,30,60,90,365
18630,29,59,89,179
18631,30,60,90,365
18632,20,50,80,355
18633,0,0,0,0
18634,4,20,39,39
18635,29,59,89,364
18636,23,53,83,358
18637,0,0,0,0
18638,0,0,0,274
18639,22,52,80,80
18640,12,42,72,162
18641,19,19,19,289
18642,14,30,43,133
18643,27,57,87,177
18644,26,56,86,361
18645,9,32,56,324
18646,25,51,81,342
18647,0,0,30,305
18648,29,59,89,364
18649,17,47,77,349
18650,21,29,52,327
18651,11,41,71,346
18652,18,38,68,343
18653,0,0,0,0
18654,4,34,64,339
18655,0,0,0,171
18656,30,60,90,365
18657,14,32,53,328
18658,0,9,39,283
18659,19,34,34,298
18660,0,0,0,91
18661,6,18,26,282
18662,8,29,50,172
18663,2,29,29,304
18664,10,24,24,287
18665,25,55,85,360
18666,14,42,72,347
18667,27,57,87,362
18668,14,41,71,346
18669,0,0,6,35
18670,3,33,63,338
18671,30,60,90,365
18672,0,0,2,182
18673,30,60,90,365
18674,30,60,89,89
18675,6,14,25,224
18676,7,29,51,323
18677,30,60,90,365
18678,4,8,14,245
18679,6,8,15,279
18680,29,59,89,364
18681,29,59,89,364
18682,24,42,71,346
18683,0,0,19,52
18684,10,17,47,112
18685,1,31,61,273
18686,5,10,17,292
18687,25,55,85,85
18688,17,47,77,167
18689,0,1,31,306
18690,0,0,0,0
18691,0,0,0,90
18692,1,22,52,327
18693,29,59,89,364
18694,15,34,56,308
18695,8,24,54,323
18696,10,40,70,70
18697,25,55,85,360
18698,29,59,89,89
18699,3,6,14,218
18700,27,51,80,355
18701,7,37,67,67
18702,0,0,0,0
18703,27,57,87,362
18704,0,0,0,0
18705,22,23,33,303
18706,0,2,2,114
18707,0,0,0,65
18708,8,23,49,318
18709,19,20,20,20
18710,14,28,56,331
18711,30,60,90,365
18712,22,52,82,82
18713,22,37,67,256
18714,5,25,25,296
18715,17,47,77,352
18716,0,0,14,289
18717,14,44,74,164
18718,1,31,61,61
18719,18,48,60,198
18720,8,11,14,232
18721,14,35,55,330
18722,20,28,51,292
18723,0,0,0,26
18724,0,0,0,275
18725,22,52,82,353
18726,9,31,61,336
18727,14,36,55,135
18728,30,60,90,364
18729,15,45,74,74
18730,15,43,73,347
18731,14,42,72,347
18732,0,4,34,308
18733,1,14,42,131
18734,11,23,53,142
18735,22,52,82,357
18736,1,31,61,215
18737,10,17,42,316
18738,11,18,43,316
18739,4,16,26,103
18740,0,0,0,91
18741,19,34,34,299
18742,7,22,48,317
18743,16,43,73,348
18744,27,57,87,362
18745,24,24,54,144
18746,1,1,1,91
18747,19,24,54,54
18748,29,59,89,364
18749,29,59,89,89
18750,5,14,28,102
18751,30,60,90,90
18752,13,28,58,331
18753,0,0,0,0
18754,6,21,51,141
18755,26,55,85,178
18756,26,36,36,36
18757,0,0,0,89
18758,9,17,42,314
18759,29,59,89,364
18760,5,26,56,204
18761,29,59,89,364
18762,29,59,89,364
18763,6,11,21,217
18764,10,18,23,234
18765,29,59,89,89
18766,29,59,89,364
18767,0,1,26,26
18768,27,31,31,283
18769,9,20,39,274
18770,0,0,0,235
18771,5,27,54,317
18772,30,60,90,365
18773,29,59,89,364
18774,0,0,0,0
18775,26,56,86,86
18776,15,38,66,341
18777,0,0,0,0
18778,0,1,1,1
18779,18,44,72,72
18780,15,45,75,350
18781,26,31,31,303
18782,30,60,90,365
18783,10,21,21,137
18784,0,0,0,0
18785,30,60,90,180
18786,5,17,20,273
18787,0,0,0,0
18788,0,2,32,32
18789,0,0,0,0
18790,17,26,38,264
18791,15,45,75,75
18792,0,13,13,13
18793,22,34,34,269
18794,9,9,9,272
18795,0,14,44,154
18796,0,5,15,31
18797,0,0,0,0
18798,4,6,26,268
18799,12,12,12,12
18800,2,11,19,260
18801,0,0,0,0
18802,24,54,84,359
18803,1,31,61,336
18804,13,43,73,348
18805,0,0,0,0
18806,30,60,90,365
18807,2,32,62,337
18808,19,44,72,347
18809,0,0,0,0
18810,0,0,21,296
18811,0,0,0,87
18812,30,60,90,365
18813,2,8,21,268
18814,29,59,89,179
18815,3,3,13,15
18816,0,0,0,0
18817,8,38,68,158
18818,4,32,62,337
18819,2,7,10,210
18820,0,4,34,309
18821,1,27,57,332
18822,7,37,67,277
18823,3,10,17,241
18824,2,11,18,266
18825,0,0,0,0
18826,5,17,27,290
18827,0,0,0,0
18828,26,54,75,344
18829,19,38,68,343
18830,1,2,4,279
18831,9,20,29,119
18832,21,51,81,356
18833,0,0,0,0
18834,30,58,80,355
18835,2,7,18,262
18836,0,0,0,0
18837,0,0,0,0
18838,0,2,32,307
18839,0,0,0,0
18840,0,0,0,0
18841,17,29,29,163
18842,17,39,69,69
18843,0,7,11,18
18844,0,0,0,244
18845,0,0,0,0
18846,0,22,52,64
18847,1,31,61,336
18848,12,12,22,22
18849,2,3,33,308
18850,20,50,80,355
18851,2,32,62,62
18852,0,0,0,0
18853,23,53,83,330
18854,0,0,0,0
18855,26,56,86,361
18856,16,44,64,334
18857,30,60,90,365
18858,0,0,16,243
18859,0,0,0,0
18860,0,0,0,0
18861,7,7,10,10
18862,0,0,0,0
18863,8,23,50,325
18864,17,47,76,76
18865,0,0,0,122
18866,0,0,0,0
18867,0,28,58,333
18868,11,36,36,188
18869,0,0,0,233
18870,2,21,26,79
18871,0,0,0,121
18872,0,0,0,0
18873,24,54,84,84
18874,27,57,83,240
18875,30,60,90,365
18876,22,22,22,22
18877,16,28,48,141
18878,15,43,66,341
18879,28,58,88,178
18880,0,0,0,0
18881,4,5,13,273
18882,28,48,78,353
18883,5,5,5,269
18884,7,29,59,147
18885,29,59,89,364
18886,27,57,87,362
18887,1,23,34,293
18888,30,60,85,360
18889,30,60,90,365
18890,0,4,23,38
18891,29,59,89,179
18892,11,15,45,45
18893,1,6,36,36
18894,0,0,0,0
18895,30,60,90,365
18896,1,10,10,253
18897,0,0,14,14
18898,23,53,83,358
18899,30,60,72,347
18900,1,19,48,48
18901,11,11,11,273
18902,29,59,89,179
18903,24,54,84,174
18904,28,57,86,361
18905,28,58,88,363
18906,0,0,0,265
18907,0,0,0,0
18908,25,25,25,289
18909,21,32,62,337
18910,2,10,10,268
18911,11,14,40,40
18912,20,46,76,351
18913,19,21,21,272
18914,0,0,0,0
18915,19,49,79,354
18916,28,56,86,361
18917,17,38,38,289
18918,30,60,90,365
18919,6,14,44,44
18920,0,27,57,147
18921,2,2,2,260
18922,2,15,44,319
18923,8,37,67,342
18924,13,32,62,337
18925,0,0,0,0
18926,0,0,0,0
18927,0,0,0,73
18928,30,60,90,365
18929,0,0,0,0
18930,19,49,79,354
18931,27,57,87,362
18932,0,0,0,0
18933,17,43,73,348
18934,6,14,32,271
18935,0,9,33,33
18936,28,58,88,363
18937,11,12,33,117
18938,4,18,33,257
18939,27,57,87,87
18940,21,51,81,81
18941,30,60,90,365
18942,30,60,90,90
18943,30,60,90,365
18944,29,59,89,89
18945,2,2,2,2
18946,1,13,29,119
18947,0,0,0,271
18948,17,47,77,352
18949,30,60,90,365
18950,30,60,90,365
18951,29,59,89,89
18952,27,57,87,362
18953,24,54,84,359
18954,7,9,33,123
18955,19,49,78,78
18956,29,59,89,364
18957,29,59,89,364
18958,16,46,76,351
18959,28,58,88,363
18960,0,0,0,249
18961,0,0,0,255
18962,30,60,90,365
18963,0,0,0,151
18964,29,59,89,364
18965,29,59,89,89
18966,29,59,89,364
18967,23,53,83,358
18968,18,36,62,332
18969,24,54,84,84
18970,0,16,46,135
18971,5,21,44,44
18972,30,60,90,365
18973,30,60,90,365
18974,29,59,89,364
18975,28,58,88,178
18976,30,60,90,365
18977,30,60,90,365
18978,6,34,64,64
18979,0,8,9,9
18980,29,59,89,364
18981,29,59,89,89
18982,0,28,58,58
18983,0,0,0,0
18984,28,58,88,363
18985,28,58,88,88
18986,0,20,50,184
18987,15,43,64,333
18988,24,54,84,174
18989,0,10,20,20
18990,29,57,79,351
18991,4,11,18,263
18992,16,35,63,321
18993,0,0,0,0
18994,1,31,54,329
18995,21,45,54,329
18996,0,0,0,0
18997,18,32,39,111
18998,17,32,56,56
18999,0,0,0,0
19000,8,11,15,251
19001,27,57,87,87
19002,16,46,75,159
19003,28,56,82,318
19004,29,59,89,179
19005,14,18,48,170
19006,4,11,36,36
19007,2,32,62,238
19008,29,59,89,89
19009,29,56,80,352
19010,0,20,35,41
19011,12,36,66,341
19012,29,59,89,364
19013,0,0,0,0
19014,30,60,90,365
19015,18,44,64,154
19016,16,44,63,326
19017,1,31,61,110
19018,30,60,90,95
19019,29,59,89,89
19020,10,29,45,316
19021,12,28,34,309
19022,5,5,5,5
19023,3,3,3,8
19024,30,57,87,87
19025,0,15,45,59
19026,22,49,79,162
19027,20,48,78,168
19028,23,53,83,83
19029,0,0,0,0
19030,23,53,83,358
19031,28,58,88,363
19032,0,0,0,0
19033,29,59,89,89
19034,0,0,0,0
19035,23,45,75,148
19036,0,0,22,22
19037,30,60,90,365
19038,0,0,0,122
19039,5,23,41,163
19040,26,54,82,354
19041,29,59,89,364
19042,29,59,89,364
19043,30,60,90,90
19044,5,23,42,164
19045,10,40,70,70
19046,0,0,0,0
19047,30,60,90,365
19048,9,22,35,35
19049,0,14,44,64
19050,16,44,74,164
19051,2,32,62,337
19052,29,59,89,179
19053,2,2,18,256
19054,29,59,89,179
19055,0,0,0,0
19056,0,0,1,38
19057,1,31,61,331
19058,30,55,85,360
19059,30,60,90,365
19060,30,60,90,365
19061,0,0,0,0
19062,0,0,0,0
19063,0,9,33,180
19064,24,54,84,359
19065,17,47,67,342
19066,6,36,53,143
19067,14,30,51,302
19068,12,30,57,57
19069,5,17,47,304
19070,22,43,73,348
19071,10,27,57,320
19072,0,0,0,0
19073,30,52,81,356
19074,29,59,89,364
19075,0,0,0,147
19076,30,60,90,365
19077,0,25,55,330
19078,21,45,66,341
19079,29,59,89,364
19080,28,58,88,363
19081,1,19,49,145
19082,2,2,2,2
19083,3,22,44,319
19084,30,60,90,180
19085,11,29,38,301
19086,17,31,61,61
19087,17,44,67,339
19088,4,5,5,5
19089,9,37,59,143
19090,0,0,0,0
19091,30,60,90,365
19092,0,0,0,0
19093,28,58,88,178
19094,14,32,51,51
19095,2,2,2,153
19096,29,56,83,358
19097,9,37,50,50
19098,7,37,67,342
19099,1,1,20,292
19100,30,60,90,365
19101,30,60,90,365
19102,30,59,59,306
19103,1,1,9,9
19104,23,53,83,358
19105,30,60,90,365
19106,5,19,40,301
19107,20,50,80,169
19108,30,60,76,339
19109,23,53,83,83
19110,17,47,77,339
19111,8,28,53,299
19112,0,0,0,122
19113,19,43,71,155
19114,30,60,90,365
19115,0,0,22,77
19116,29,59,89,364
19117,0,0,0,0
19118,0,0,0,0
19119,15,40,70,159
19120,22,52,73,343
19121,30,53,82,82
19122,15,15,15,15
19123,0,0,0,0
19124,18,21,45,45
19125,30,60,89,89
19126,20,41,58,58
19127,0,0,0,0
19128,7,19,32,32
19129,18,48,71,346
19130,30,60,90,365
19131,30,60,90,365
19132,10,40,70,345
19133,0,6,36,190
19134,6,19,48,310
19135,0,29,59,334
19136,0,0,12,12
19137,23,52,78,168
19138,5,24,50,51
19139,21,47,77,200
19140,29,48,51,318
19141,5,26,39,294
19142,25,55,85,85
19143,0,0,0,150
19144,11,34,34,155
19145,20,32,62,62
19146,3,8,11,74
19147,19,40,70,70
19148,29,59,89,89
19149,30,59,89,364
19150,15,15,15,15
19151,24,44,74,349
19152,5,15,23,256
19153,30,60,90,365
19154,4,12,24,284
19155,8,37,67,99
19156,30,60,90,365
19157,22,52,82,357
19158,24,54,81,350
19159,29,59,89,364
19160,11,36,60,335
19161,5,13,24,145
19162,20,38,68,343
19163,23,53,83,358
19164,14,31,55,55
19165,0,29,59,334
19166,4,12,12,12
19167,0,0,0,0
19168,19,39,54,75
19169,0,0,0,244
19170,0,0,0,0
19171,0,0,0,0
19172,0,0,0,0
19173,0,17,17,253
19174,0,0,0,0
19175,23,53,83,358
19176,30,60,90,365
19177,29,59,89,364
19178,30,60,90,365
19179,14,37,55,55
19180,22,52,82,357
19181,0,30,60,150
19182,30,60,90,365
19183,0,0,29,304
19184,26,56,86,86
19185,30,60,90,365
19186,0,0,0,0
19187,0,0,11,11
19188,19,49,79,354
19189,30,60,90,90
19190,9,15,32,292
19191,17,43,43,43
19192,11,32,58,329
19193,0,1,29,284
19194,9,18,26,294
19195,0,0,0,121
19196,0,0,3,47
19197,0,0,0,0
19198,27,57,87,87
19199,0,0,3,8
19200,0,0,0,0
19201,17,39,69,159
19202,0,0,0,0
19203,14,26,41,126
19204,0,1,31,31
19205,23,53,83,83
19206,29,59,89,364
19207,19,49,79,232
19208,0,0,0,0
19209,0,0,0,0
19210,29,59,89,364
19211,0,0,7,7
19212,30,60,90,180
19213,25,55,85,360
19214,30,52,76,351
19215,29,59,89,89
19216,8,23,42,317
